ID,Type,URL,Status,Title,Section,Category.Product,Category.Brand,Body,Teaser,Image,Product.SKU,Product.ListPrice,Product.SellPrice,Product.Saving,Product.Stock.Value,Product.Stock.Message,vid,nid,field_group_value,field_metadata_value,field_closed_height_value,field_open_height_value,field_rungs_treads_value,field_weight_value,field_platform_height_value,field_open_depth_value,field_handrail_included_value,field_platform_size_value,field_folded_depth_value,field_floor_to_floor_height_value,field_tread_depth_value,field_colour_diameter_value,field_max_workload_value,field_overall_width_value,field_extended_length_value,field_approx_working_height_value,field_youtube_tag_value,field_standard_warranty_value,field_shipping_terms_value,field_tread_type_value,field_staircase_type_value,field_next_expected_delivery_value,field_lead_time_value,field_stockitem_value,field_bulky_value,field_search_text_value,field_bundle_deal_nid
12106,Product,Ladders/Combination-Ladders/2.04m-Trade-Combi-Ladder,1,"2.04m Trade Combi Ladder",Ladders,"Combination Ladders",Tubesca,"<p>Trade triple combination ladder that is robust and ideal for commercial use. It has ribbed anti-slip 'D' shaped rungs that are reinforced with steel. This combi ladder comes with spreader bars to give a greater sense of stability when working at height.</p>

<ul>
<li>3 section combination ladder</li>
<li>Spreader bar fitted as standard</li>
<li>Use as double or triple extension ladder</li>
<li>Red safety catch shows correct working at height maximum point</li>
<li>1-Year warranty</li>
<li>150kg work load capacity</li>
<li>EN131</li>
</ul>","<p>Trade triple combination ladder that is robust and ideal for commercial use. It has ribbed anti-slip 'D' shaped rungs that are reinforced with steel. This combi ladder comes with spreader bars to give a greater sense of stability when working at height ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-combination-ladders-2m-tubesca.jpg&resizetoWidth=174,1300-023,160.06,100.95,59.11,1,"In Stock",12106,12106,"Medium Duty",NULL,2.04,NULL,"3 x 7",9.2,NULL,1.25,NULL,NULL,NULL,NULL,NULL,NULL,150,0.7,4.27,6.27,NULL,1-Year,NULL,NULL,NULL,,21,Y,N,"2.04m combination ladder,combi ladder,tubesca,triple ladder,",NULL
12107,Product,Accessories/Stabilising-and-Securing/Ultimate-Stand-Off-Accessory,1,"Ultimate Stand Off Accessory",Accessories,"Hooks and Standoffs",Summit,"<p>The Ultimate Industrial heavy duty ladder stand off. The only stabilising device that secures the ladder at the very top, which is where most ladder slippages occur. The 'Square' wheels are a standard fitting for safety and ease of extending. Ladders are instantly secured before climbing up.
Manufactured from aluminium alloy, it simply hooks over two ladder rungs and is retained by two spring clips. It can also be fitted so that the ladder projects several rungs above a windowsill, giving a secure handhold and avoiding stretching or climbing too far up the ladder.</p><ul><li> Fits all popular ladders in timber or aluminium, except A-Frame window cleaning style ladders with a pointed top</li><li>Heavy duty construction</li><li>Easy to fit, no tools needed</li><li>Very rigid and robust, but lightweight, weighing just 1.8kg</li></ul>

","<p>The Ultimate Industrial heavy duty ladder stand off. The only stabilising device that secures the ladder at the very top, which is where most ladder slippages occur. The 'Square' wheels are a standard fitting for safety and ease of extending. Ladders a ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ultimate-stand-off-accessory.jpg&resizetoWidth=174,1400-040,182.07,182.07,0.00,-8,"Out of Stock",12107,12107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1-Year,NULL,NULL,NULL,,14,Y,N,"microlite,micro light,micro lite,ultimate,stand off,Ultimate Stand Off Accessory",NULL
12139,Product,Accessories/Little-Giant-Accessories/Little-Giant,1,"Little Giant Ladder Lock",Accessories,"Little Giant Accessories","Little Giant Ladders","<p>Secure your Little Giant Ladder with the Ladder Lock, built with high-strength steel and nylon laminate.</p>
<ul>
<li>Protects your investment.</li>
<li>6-foot length.</li>
<li>Heavy duty, 5/8-inch diameter</li>
</ul>.
","<p>Secure your Little Giant Ladder with the Ladder Lock, built with high-strength steel and nylon laminate.</p>
<ul>
<li>Protects your investment.</li>
<li>6-foot length.</li>
<li>Heavy duty, 5/8-inch diameter</li>
</ul>.
 ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/accessories-little-giant-ladders-security-lock.jpg&resizetoWidth=174,1303-121,32.61,32.61,0.00,49,"In Stock",12139,12139,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F54oriR8dsw,lifetime,NULL,NULL,NULL,,90,Y,N,"Little Giant Ladder Lock",NULL
12160,Product,Podiums-and-Work-Platforms/Work-Platforms/Micro-Square-Work-Platform,1,"Micro Square Work Platform",Podiums,"Podiums and Work Platforms",Summit,"<p>Large low level work platform designed for professional use.</p>

<ul>
<li>Large 600mm x 600mm non slip platform</li>
<li>Locking hinges for added safety</li>
<li>Broad base for added stability</li>
<li>Compacts for storage</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li>
<li>EN131</li>
</ul>","<p>Large low level work platform designed for professional use.</p>

<ul>
<li>Large 600mm x 600mm non slip platform</li>
<li>Locking hinges for added safety</li>
<li>Broad base for added stability</li>
<li>Compacts for storage</li>
<li>1-year warra ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/micro-square-work-platform-open.jpg&resizetoWidth=174,1220-030,70.62,70.62,0.00,167,"In Stock",12160,12160,NULL,NULL,NULL,0.50,NULL,5.3,0.5,NULL,NULL,600,NULL,NULL,NULL,NULL,150,0.69,NULL,NULL,NULL,"1 years",NULL,NULL,NULL,,14,Y,N,"Micro Square Work Platform",NULL
12170,Product,Step-Ladders/Hop-Up-Steps/3-Tread-Summit-Hop-Up,1,"3 Tread Summit Hop Up",Step,"Step Ladders",Summit,"<p>The Summit Hop Up is ideal for DIYers and Trade users looking for quick and easy access to shelves, high cabinets or even ceilings. When you need to get up high quickly, these folding steps with large standing area will always come in handy.</p>
<p>The Hop Ups are also available in a 2 tread.</p>
 
<ul>
<li>Tough, light and handy</li>
<li>3 treads</li>
<li>Very compact when disassembled, can be stowed away in the smallest of spaces</li>
<li>Wide and deep ribbed aluminium steps-large standing and sitting area</li>
<li>Ribbed feet</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li>
<li>EN131</li>
</ul>
","<p>The Summit Hop Up is ideal for DIYers and Trade users looking for quick and easy access to shelves, high cabinets or even ceilings. When you need to get up high quickly, these folding steps with large standing area will always come in handy.</p>
<p>Th ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/3-tread-summit-hop-up.jpg&resizetoWidth=174,1216-023,45.32,45.32,0.00,29,"In Stock",12170,12170,NULL,NULL,0.64,0.61,3,2.6,0.61,0.41,NULL,NULL,NULL,0.61,NULL,NULL,150,0.64,NULL,NULL,NULL,"1 years",NULL,NULL,NULL,,14,Y,N,"3 Tread Summit Hop Up,hop ups,safety steps, small steps, step up,hop up,",NULL
12234,Product,Ladders/Aluminium-Extension-Ladders/2.00m-Horizon-Double-Extension-Ladders,1,"2.00m Horizon Double Extension Ladders",Ladders,Ladders,Horizon,"<p>Ideal for DIY jobs around the home checkout our new range of Light Trade Extension Ladders. This 2.0m DIY extension Ladder is made from lightweight aluminium that not only helps give extra strength but remains light enough to carry and use. Our extension ladders are available in double or triple sections depending on how high you need to climb. The square rungs are slip resistant and grip your shoes as you climb.</p>
<p>We recommend using an anti slip device such as the <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/LadderMat"">LadderMat</a> to reduce the need for someone to 'foot' the ladder. It also helps keep the ladder upright on ground that is soft or slippery. We also recommend a <a href=""http://www.ladders-online.com/Accessories/Hooks-and-Standoffs/Adjustable-Stand-Off-Accessory"">Ladder Stand Off</a> is fitted to the top of your ladder to stop it slipping sideways and gives you more clearance when you are working against a wall or gutter.</p>
<ul>
<li>Commercial strength box section construction for longer life</li>
<li>Slip resistant rungs give you more assurance</li>
<li>2.0m Double section extension ladders</li>
<li>Ribbed feet for extra grip</li>
<li>Suitable for DIY & light trade use</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li>
<li>EN131</li>
</ul>","<p>Ideal for DIY jobs around the home checkout our new range of Light Trade Extension Ladders. This 2.0m DIY extension Ladder is made from lightweight aluminium that not only helps give extra strength but remains light enough to carry and use. Our extensi ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/light-trade-diy-extension-ladder.jpg&resizetoWidth=174,1103-028,71.58,66.95,4.63,19,"In Stock",12234,12234,NULL,NULL,2.00,NULL,2x7,5.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,0.40,3.13,NULL,NULL,1-Year,NULL,"Square rung",NULL,,14,Y,N,"2.0m extension ladders, diy extension ladders, push up ladders, light trade extension ladders, class 3 ladders, 2.00m Horizon Double Extension Ladders",12287
12235,Product,Ladders/Aluminium-Extension-Ladders/2.56m-(9-Rung)-Horizon-Double-Extension-Ladders,1,"2.56m (9 Rung) Horizon Double Extension Ladders",Ladders,Ladders,Horizon,"<p>Ideal for DIY jobs around the home checkout our new range of Light Trade Extension Ladders. This 2.56m DIY extension Ladder is made from lightweight aluminium that not only helps give extra strength but remains light enough to carry and use. Our extension ladders are available in double or triple sections depending on how high you need to climb. The square rungs are slip resistant and grip your shoes as you climb.</p>
<p>We recommend using an anti slip device such as the <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/LadderMat"">LadderMat</a> to reduce the need for someone to 'foot' the ladder. It also helps keep the ladder upright on ground that is soft or slippery. We also recommend a <a href=""http://www.ladders-online.com/Accessories/Hooks-and-Standoffs/Adjustable-Stand-Off-Accessory"">Ladder Stand Off</a> is fitted to the top of your ladder to stop it slipping sideways and gives you more clearance when you are working against a wall or gutter.</p>
<ul>
<li>Commercial strength box section construction for longer life</li>
<li>Slip resistant rungs give you more assurance</li>
<li>2.56m Double section extension ladders</li>
<li>Ribbed feet for extra grip</li>
<li>Suitable for DIY & light trade use</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li>
<li>EN131</li>
</ul>","<p>Ideal for DIY jobs around the home checkout our new range of Light Trade Extension Ladders. This 2.56m DIY extension Ladder is made from lightweight aluminium that not only helps give extra strength but remains light enough to carry and use. Our extens ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/light-trade-diy-extension-ladder.jpg&resizetoWidth=174,1103-029,86.05,73.95,12.10,11,"In Stock",12235,12235,NULL,NULL,2.56,NULL,2x9,7.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,0.40,4.26,NULL,NULL,"1 years",NULL,"Square rung",NULL,,14,Y,N,"2.56m extension ladders, diy extension ladders, push up ladders, light trade extension ladders, class 3 ladders, 2.56m (9 Rung) Horizon Double Extension Ladders",12288
12236,Product,Ladders/Aluminium-Extension-Ladders/3.1m-(11-Rung)-Horizon-Double-Extension-Ladders,1,"3.1m (11 Rung) Horizon Double Extension Ladders",Ladders,Ladders,Horizon,"<p>Ideal for DIY jobs around the home checkout our new range of Light Trade Extension Ladders. This 3.1m DIY extension Ladder is made from lightweight aluminium that not only helps give extra strength but remains light enough to carry and use. Our extension ladders are available in double or triple sections depending on how high you need to climb. The square rungs are slip resistant and grip your shoes as you climb.</p>
<p>We recommend using an anti slip device such as the <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/LadderMat"">LadderMat</a> to reduce the need for someone to 'foot' the ladder. It also helps keep the ladder upright on ground that is soft or slippery. We also recommend a <a href=""http://www.ladders-online.com/Accessories/Hooks-and-Standoffs/Adjustable-Stand-Off-Accessory"">Ladder Stand Off</a> is fitted to the top of your ladder to stop it slipping sideways and gives you more clearance when you are working against a wall or gutter.</p>
<ul>
<li>Commercial strength box section construction for longer life</li>
<li>Slip resistant rungs give you more assurance</li>
<li>3.1m Double section extension ladders</li>
<li>Ribbed feet for extra grip</li>
<li>Suitable for DIY & light trade use</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li>
<li>EN131</li>
</ul>","<p>Ideal for DIY jobs around the home checkout our new range of Light Trade Extension Ladders. This 3.1m DIY extension Ladder is made from lightweight aluminium that not only helps give extra strength but remains light enough to carry and use. Our extensi ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/light-trade-diy-extension-ladder.jpg&resizetoWidth=174,1103-030,101.58,86.95,14.63,6,"In Stock",12236,12236,NULL,NULL,3.10,NULL,2x11,9.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,0.40,5.12,NULL,NULL,"1 years",NULL,"Square rung",NULL,,14,Y,N,"3.1m extension ladders, diy extension ladders, push up ladders, light trade extension ladders, class 3 ladders, 3.1m (11 Rung) Horizon Double Extension Ladders",12289
12237,Product,Ladders/Extension-Ladders-DIY/3.7m-(13-Rung)-Horizon-Double-Extension-Ladders,1,"3.7m (13 Rung) Horizon Double Extension Ladders",Ladders,Ladders,Horizon,"<p>Ideal for DIY jobs around the home checkout our new range of Light Trade Extension Ladders. This 3.7m DIY extension Ladder is made from lightweight aluminium that not only helps give extra strength but remains light enough to carry and use. Our extension ladders are available in double or triple sections depending on how high you need to climb. The square rungs are slip resistant and grip your shoes as you climb.</p>
<p>We recommend using an anti slip device such as the <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/LadderMat"">LadderMat</a> to reduce the need for someone to 'foot' the ladder. It also helps keep the ladder upright on ground that is soft or slippery. We also recommend a <a href=""http://www.ladders-online.com/Accessories/Hooks-and-Standoffs/Adjustable-Stand-Off-Accessory"">Ladder Stand Off</a> is fitted to the top of your ladder to stop it slipping sideways and gives you more clearance when you are working against a wall or gutter.</p>
<ul>
<li>Commercial strength box section construction for longer life</li>
<li>Slip resistant rungs give you more assurance</li>
<li>3.7m Double section extension ladders</li>
<li>Ribbed feet for extra grip</li>
<li>Suitable for DIY & light trade use</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li>
<li>EN131</li>
</ul>","<p>Ideal for DIY jobs around the home checkout our new range of Light Trade Extension Ladders. This 3.7m DIY extension Ladder is made from lightweight aluminium that not only helps give extra strength but remains light enough to carry and use. Our extensi ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/light-trade-diy-extension-ladder.jpg&resizetoWidth=174,1103-031,122.35,97.95,24.40,1,"In Stock",12237,12237,NULL,NULL,3.7,NULL,2x13,12.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,0.40,6.24,NULL,NULL,1-Year,NULL,"Square rungs",NULL,,14,Y,N,"3.7m extension ladders, diy extension ladders, push up ladders, light trade extension ladders, class 3 ladders, 3.7m (13 Rung) Horizon Double Extension Ladders",12290
12238,Product,Ladders/Aluminium-Extension-Ladders/3.99m-(14-Rung)-Horizon-Double-Extension-Ladders,1,"3.99m (14 Rung) Horizon Double Extension Ladders",Ladders,Ladders,Horizon,"<p>Ideal for DIY jobs around the home checkout our new range of Light Trade Extension Ladders. This 3.99m DIY extension Ladder is made from lightweight aluminium that not only helps give extra strength but remains light enough to carry and use. Our extension ladders are available in double or triple sections depending on how high you need to climb. The square rungs are slip resistant and grip your shoes as you climb.</p>
<p>We recommend using an anti slip device such as the <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/LadderMat"">LadderMat</a> to reduce the need for someone to 'foot' the ladder. It also helps keep the ladder upright on ground that is soft or slippery. We also recommend a <a href=""http://www.ladders-online.com/Accessories/Hooks-and-Standoffs/Adjustable-Stand-Off-Accessory"">Ladder Stand Off</a> is fitted to the top of your ladder to stop it slipping sideways and gives you more clearance when you are working against a wall or gutter.</p>
<ul>
<li>Commercial strength box section construction for longer life</li>
<li>Slip resistant rungs give you more assurance</li>
<li>3.99m Double section extension ladders</li>
<li>Ribbed feet for extra grip</li>
<li>Suitable for DIY & light trade use</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li>
<li>EN131</li>
</ul>","<p>Ideal for DIY jobs around the home checkout our new range of Light Trade Extension Ladders. This 3.99m DIY extension Ladder is made from lightweight aluminium that not only helps give extra strength but remains light enough to carry and use. Our extens ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/light-trade-diy-extension-ladder.jpg&resizetoWidth=174,1103-032,134.52,99.95,34.57,14,"In Stock",12238,12238,NULL,NULL,6.82,NULL,2x14,13.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,0.40,6.82,NULL,NULL,1-Year,NULL,"Square rung",NULL,,14,Y,N,"3.99m extension ladders, diy extension ladders, push up ladders, light trade extension ladders, class 3 ladders, 3.99m (14 Rung) Horizon Double Extension Ladders",12291
12239,Product,Ladders/Aluminium-Extension-Ladders/4.55m-(16-Rung)-Horizon-Double-Extension-Ladders,1,"4.55m (16 Rung) Horizon Double Extension Ladders",Ladders,Ladders,Horizon,"<p>Ideal for DIY jobs around the home checkout our new range of Light Trade Extension Ladders. This 4.55m DIY extension Ladder is made from lightweight aluminium that not only helps give extra strength but remains light enough to carry and use. Our extension ladders are available in double or triple sections depending on how high you need to climb. The square rungs are slip resistant and grip your shoes as you climb.</p>
<p>We recommend using an anti slip device such as the <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/LadderMat"">LadderMat</a> to reduce the need for someone to 'foot' the ladder. It also helps keep the ladder upright on ground that is soft or slippery. We also recommend a <a href=""http://www.ladders-online.com/Accessories/Hooks-and-Standoffs/Adjustable-Stand-Off-Accessory"">Ladder Stand Off</a> is fitted to the top of your ladder to stop it slipping sideways and gives you more clearance when you are working against a wall or gutter.</p>
<ul>
<li>Commercial strength box section construction for longer life</li>
<li>Slip resistant rungs give you more assurance</li>
<li>4.55m Double section extension ladders</li>
<li>Ribbed feet for extra grip</li>
<li>Suitable for DIY & light trade use</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li>
<li>EN131</li>
</ul>","<p>Ideal for DIY jobs around the home checkout our new range of Light Trade Extension Ladders. This 4.55m DIY extension Ladder is made from lightweight aluminium that not only helps give extra strength but remains light enough to carry and use. Our extens ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/light-trade-diy-extension-ladder.jpg&resizetoWidth=174,1103-033,165.58,121.95,43.63,2,"In Stock",12239,12239,NULL,NULL,4.55,NULL,2x16,17.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,0.40,7.67,NULL,NULL,1-Year,NULL,"Square rung",NULL,,14,Y,N,"4.55m extension ladders, diy extension ladders, push up ladders, light trade extension ladders, class 3 ladders, 4.55m (16 Rung) Horizon Double Extension Ladders",12292
12240,Product,Ladders/Aluminium-Extension-Ladders/2.00m-(7-Rung)-Horizon-'Compact'-Triple-Extension-Ladders,1,"2.00m (7 Rung) Horizon 'Compact' Triple Extension Ladders",Ladders,Ladders,Horizon,"<p>Ideal for DIY jobs around the home checkout our new range of Light Trade Extension Ladders. This 2.0m DIY extension Ladder is made from lightweight aluminium that not only helps give extra strength but remains light enough to carry and use. Our extension ladders are available in double or triple sections depending on how high you need to climb. The square rungs are slip resistant and grip your shoes as you climb.</p>
<p>We recommend using an anti slip device such as the <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/LadderMat"">LadderMat</a> to reduce the need for someone to 'foot' the ladder. It also helps keep the ladder upright on ground that is soft or slippery. We also recommend a <a href=""http://www.ladders-online.com/Accessories/Hooks-and-Standoffs/Adjustable-Stand-Off-Accessory"">Ladder Stand Off</a> is fitted to the top of your ladder to stop it slipping sideways and gives you more clearance when you are working against a wall or gutter.</p>
<ul>
<li>Commercial strength box section construction for longer life</li>
<li>Slip resistant rungs give you more assurance</li>
<li>2.0m Triple section extension ladders</li>
<li>Ribbed feet for extra grip</li>
<li>Suitable for DIY & light trade use</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li>
<li>EN131</li>
</ul>","<p>Ideal for DIY jobs around the home checkout our new range of Light Trade Extension Ladders. This 2.0m DIY extension Ladder is made from lightweight aluminium that not only helps give extra strength but remains light enough to carry and use. Our extensi ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/2m-horizon-triple-ladders.jpg&resizetoWidth=174,1103-040,116.68,93.95,22.73,16,"In Stock",12240,12240,NULL,NULL,2.00,NULL,3x7,9.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,0.45,3.99,NULL,NULL,1-Year,NULL,"Square rung",NULL,,14,Y,N,"2.0m extension ladders, diy extension ladders, push up ladders, light trade extension ladders, class 3 ladders, 2.00m (7 Rung) Horizon 'Compact' Triple Extension Ladders",12293
12241,Product,Ladders/Aluminium-Extension-Ladders/2.58m-(9-Rung)-Horizon-Triple-Extension-Ladder,1,"2.58m (9 Rung) Horizon Triple Extension Ladder",Ladders,Ladders,Horizon,"<p>Ideal for DIY jobs around the home checkout our new range of Light Trade Extension Ladders. This 2.58m DIY extension Ladder is made from lightweight aluminium that not only helps give extra strength but remains light enough to carry and use. Our extension ladders are available in double or triple sections depending on how high you need to climb. The square rungs are slip resistant and grip your shoes as you climb.</p>
<p>We recommend using an anti slip device such as the <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/LadderMat"">LadderMat</a> to reduce the need for someone to 'foot' the ladder. It also helps keep the ladder upright on ground that is soft or slippery. We also recommend a <a href=""http://www.ladders-online.com/Accessories/Hooks-and-Standoffs/Adjustable-Stand-Off-Accessory"">Ladder Stand Off</a> is fitted to the top of your ladder to stop it slipping sideways and gives you more clearance when you are working against a wall or gutter.</p>
<ul>
<li>Commercial strength box section construction for longer life</li>
<li>Slip resistant rungs give you more assurance</li>
<li>2.58m Triple section extension ladders</li>
<li>Ribbed feet for extra grip</li>
<li>Suitable for DIY & light trade use</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li>
<li>EN131</li>
</ul>","<p>Ideal for DIY jobs around the home checkout our new range of Light Trade Extension Ladders. This 2.58m DIY extension Ladder is made from lightweight aluminium that not only helps give extra strength but remains light enough to carry and use. Our extens ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/2.56m-horizon-triple-ladder.jpg&resizetoWidth=174,1103-041,143.75,113.95,29.80,1,"In Stock",12241,12241,NULL,NULL,2.58,NULL,3x9,13.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,0.45,5.69,NULL,NULL,1-Year,NULL,"Square rung",NULL,,14,Y,N,"2.58m extension ladders, diy extension ladders, push up ladders, light trade extension ladders, class 3 ladders, 2.58m (9 Rung) Horizon Triple Extension Ladder",12294
12242,Product,Ladders/Aluminium-Extension-Ladders/3.15m-(11-Rung)-Horizon-Triple-Extension-Ladders,1,"3.15m (11 Rung) Horizon Triple Extension Ladders",Ladders,Ladders,Horizon,"<p>Ideal for DIY jobs around the home checkout our new range of Light Trade Extension Ladders. This 3.15m DIY extension Ladder is made from lightweight aluminium that not only helps give extra strength but remains light enough to carry and use. Our extension ladders are available in double or triple sections depending on how high you need to climb. The square rungs are slip resistant and grip your shoes as you climb.</p>
<p>We recommend using an anti slip device such as the <a href=""http://www.ladders-online.com/Accessories/Stabilising-and-Securing/LadderMat"">LadderMat</a> to reduce the need for someone to 'foot' the ladder. It also helps keep the ladder upright on ground that is soft or slippery. We also recommend a <a href=""http://www.ladders-online.com/Accessories/Hooks-and-Standoffs/Adjustable-Stand-Off-Accessory"">Ladder Stand Off</a> is fitted to the top of your ladder to stop it slipping sideways and gives you more clearance when you are working against a wall or gutter.</p>
<ul>
<li>Commercial strength box section construction for longer life</li>
<li>Slip resistant rungs give you more assurance</li>
<li>3.15m Triple section extension ladders</li>
<li>Ribbed feet for extra grip</li>
<li>Suitable for DIY & light trade use</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li>
<li>EN131</li>
</ul>","<p>Ideal for DIY jobs around the home checkout our new range of Light Trade Extension Ladders. This 3.15m DIY extension Ladder is made from lightweight aluminium that not only helps give extra strength but remains light enough to carry and use. Our extens ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/3.15m-horizon-triple-ladder.jpg&resizetoWidth=174,1103-042,183.18,143.95,39.23,0,"Out of Stock",12242,12242,NULL,NULL,3.15,NULL,3x11,18.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,0.45,7.11,NULL,NULL,1-Year,NULL,"Square rung",NULL,,14,Y,N,"3.15m extension ladders, diy extension ladders, push up ladders, light trade extension ladders, class 3 ladders, 3.15m (11 Rung) Horizon Triple Extension Ladders",12295
12243,Product,Ladders/Reform-Ladders/8-Rung-2-Part-Reform-Ladder,1,"8 Rung 2 Part Reform Ladder",Ladders,"Reform Ladders",Summit,"<p>Ideal Trade ladder that is a versatile, multi-function combination ladder that can be used as a straight extension ladder, basic A-frame step or extended A-Frame step. Strong box section stiles that are easy to use and light enough to carry comfortably between jobs.</p>
<p>Available in a range of sizes, this double section ladder has 16 rungs.</p>
 
<ul>
<li>Large box section stiles for strength and rigidity</li>
<li>Strong anti-splay nylon restraint straps</li>
<li>Quality stile guides for smooth handling</li>
<li>Replaceable bar with oversized rubber feet to reduce slip</li>
<li>16 Anti slip rungs</li>
<li>Available in double and triple sections</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li>
<li>EN131</li>
</ul>
","<p>Ideal Trade ladder that is a versatile, multi-function combination ladder that can be used as a straight extension ladder, basic A-frame step or extended A-Frame step. Strong box section stiles that are easy to use and light enough to carry comfortably ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/8-rung-2-part-reform-ladder.jpg&resizetoWidth=174,1300-100,120.09,120.09,0.00,7,"In Stock",12243,12243,NULL,NULL,2.42,NULL,2x8,9.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,0.75,3.83,NULL,NULL,"1 years",NULL,NULL,NULL,,21,Y,N,"8 Rung 2 Part Reform Ladder,reform ladders,combination ladders,combi ladders,",NULL
12244,Product,Ladders/Reform-Ladders/10-Rung-2-Part-Reform-Ladder,1,"10 Rung 2 Part Reform Ladder",Ladders,"Reform Ladders",Summit,"<p>Ideal Trade ladder that is a versatile, multi-function combination ladder that can be used as a straight extension ladder, basic A-frame step or extended A-Frame step. Strong box section stiles that are easy to use and light enough to carry comfortably between jobs.</p>
<p>Available in a range of sizes, this double section ladder has 20 rungs.</p>
 
<ul>
<li>Large box section stiles for strength and rigidity</li>
<li>Strong anti-splay nylon restraint straps</li>
<li>Quality stile guides for smooth handling</li>
<li>Replaceable bar with oversized rubber feet to reduce slip</li>
<li>20 Anti slip rungs</li>
<li>Available in double and triple sections</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li>
<li>EN131</li>
</ul>
","<p>Ideal Trade ladder that is a versatile, multi-function combination ladder that can be used as a straight extension ladder, basic A-frame step or extended A-Frame step. Strong box section stiles that are easy to use and light enough to carry comfortably ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/10--rung-2-part-reform-ladder.jpg&resizetoWidth=174,1300-101,145.81,145.81,0.00,3,"In Stock",12244,12244,NULL,NULL,2.98,NULL,2x10,11.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,0.85,4.96,NULL,NULL,"1 years",NULL,"Square rung",NULL,,21,Y,N,"10 Rung 2 Part Reform Ladder,reform ladders,combination ladders,combi ladders,",NULL
